,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC02TUMOR1_32585,19,1586.8446950912476,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,3,CD8Tcm
BC02TUMOR1_32625,19,1424.969271183014,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,5,CD8Tem
BC02LYMPHNODE1_47466,10,1465.0791356563568,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,3,CD8Tcm
BC02LYMPHNODE1_47483,10,1370.2981786727905,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,3,CD8Tcm
BC02LYMPHNODE1_47507,10,1673.913547039032,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,3,CD8Tcm
BC02LYMPHNODE1_47530,10,1639.779237985611,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,3,CD8Tcm
BC02LYMPHNODE1_47556,10,1759.1890251636505,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,3,CD8Tcm
BC02LYMPHNODE1_47595,10,1497.2354843616486,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,3,CD8Tcm
BC02LYMPHNODE1_47661,10,1493.2998411655426,563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,563,3,CD8Tcm
BC02LYMPHNODE1_47686,10,1494.5715854167938,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,3,CD8Tcm
BC02LYMPHNODE1_47718,10,1542.8603963851929,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,3,CD8Tcm
BC02LYMPHNODE1_47886,10,1416.7990753650665,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,3,CD8Tcm
BC02LYMPHNODE1_47912,10,1603.2670390605927,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,3,CD8Tcm
BC02LYMPHNODE1_47929,10,1708.435087442398,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,3,CD8Tcm
BC02LYMPHNODE1_47942,10,1839.1807572841644,785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,3,CD8Tcm
BC02LYMPHNODE1_47991,10,1610.5902827978134,679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,3,CD8Tcm
BC02LYMPHNODE1_48011,10,1453.8137645721436,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,3,CD8Tcm
BC02LYMPHNODE1_48013,10,1555.541654586792,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,5,CD8Tem
BC02LYMPHNODE1_48083,10,1482.707117319107,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,3,CD8Tcm
BC02LYMPHNODE1_48085,10,1682.8295526504517,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,3,CD8Tcm
BC02LYMPHNODE1_48093,10,1696.1898725032806,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,5,CD8Tem
BC02LYMPHNODE1_48107,10,1632.2531702518463,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,5,CD8Tcm
BC02LYMPHNODE1_48122,10,1862.6677312850952,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,770,7,CD8Tem
BC02LYMPHNODE1_48127,10,1679.1526410579681,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,3,CD8Tcm
BC02LYMPHNODE1_48270,10,1530.9955458641052,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,3,CD8Tcm
BC02LYMPHNODE1_48521,10,1499.2229189872742,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,3,CD8Tcm
BC02LYMPHNODE1_48700,10,1567.64231133461,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,3,CD8Tcm
BC02LYMPHNODE1_48728,10,1570.0222463607788,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,3,CD8Tcm
BC02LYMPHNODE1_48775,10,1700.8131730556488,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,3,CD8Tcm
BC02LYMPHNODE1_48850,10,2179.8826479911804,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,10,CD8Tem
BC02LYMPHNODE1_48904,10,1519.2912969589233,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,3,CD8Tcm
BC02LYMPHNODE1_48927,10,1407.0903534889221,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,3,CD8Tcm
BC02LYMPHNODE1_49050,10,1961.3307752609253,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,3,CD8Tcm
BC02LYMPHNODE1_49140,10,2021.494546175003,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,3,CD8Tcm
BC02LYMPHNODE1_49187,10,1913.4972476959229,849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,849,10,CD8Tcm
BC02TUMOR3_52874,21,2016.8471629619598,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930,7,CD8Tem
BC02TUMOR3_52922,21,1491.8817207813263,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,7,CD8Tcm
BC02TUMOR3_52923,21,1625.158374786377,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,3,CD8Tcm
BC02TUMOR3_53003,21,1575.067790031433,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,7,CD8Tcm
BC02TUMOR3_53029,21,1793.4902815818787,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,5,CD8Tem
BC02TUMOR3_53049,21,1716.3234844207764,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,6,CD8Tem
BC02TUMOR3_53139,21,1616.096795797348,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,5,CD8Tem
BC02TUMOR3_53150,21,1615.964070558548,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,3,CD8Tcm
BC02TUMOR3_53155,21,1651.6278517246246,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,7,CD8Tcm
BC02TUMOR3_53272,21,1843.8086926937103,805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805,7,CD8Tem
BC02TUMOR3_53284,21,1617.359706401825,634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,7,CD8Tcm
BC02TUMOR3_53286,21,1544.3359184265137,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,3,CD8Tcm
BC02TUMOR3_53293,21,1484.7327196598053,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,5,CD8Tem
BC02TUMOR3_53298,21,1547.6204369068146,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,7,CD8Tem
BC02TUMOR3_53312,21,1708.239091873169,658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,658,7,CD8Tcm
BC02TUMOR3_53316,21,1508.4990754127502,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,7,CD8Tcm
BC02TUMOR3_53448,21,1651.3317048549652,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,7,CD8Tcm
BC02TUMOR3_53471,21,1519.8060802221298,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,7,CD8Tcm
BC02TUMOR3_53478,21,1644.375955581665,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,5,CD8Tem
BC02TUMOR3_53480,21,1710.3995139598846,709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709,3,CD8Tcm
BC02TUMOR3_53505,21,1451.0008277893066,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,3,CD8Tcm
BC02TUMOR3_53521,21,1484.848281621933,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,3,CD8Tcm
BC02TUMOR3_53544,21,1842.990924835205,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,7,CD8Tem
BC02TUMOR3_53550,21,1773.7052896022797,749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,3,CD8Tcm
BC02TUMOR3_53663,21,1661.8259499073029,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,7,CD8Tem
BC02TUMOR3_53678,21,1673.8469951152802,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,5,CD8Tem
BC02TUMOR3_53769,21,1569.6637315750122,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,5,CD8Tem
BC02TUMOR3_53785,21,2352.715213537216,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,7,CD8Tcm
BC02TUMOR3_53796,21,1566.2116057872772,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,7,CD8Tcm
BC02TUMOR3_53853,21,1608.3014168739319,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,5,CD8Tem
BC02TUMOR3_53894,21,1450.3073964118958,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,7,CD8Tcm
BC02TUMOR3_53911,21,1781.9980540275574,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,7,CD8Tcm
BC02TUMOR3_53940,21,1598.0392084121704,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,7,CD8Tem
BC02TUMOR3_54058,21,1445.1423659324646,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,6,CD8Tem
BC02TUMOR3_54070,21,1632.7768297195435,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,6,CD8Tem
BC02TUMOR3_54083,21,1558.17334151268,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,7,CD8Tem
BC02TUMOR3_54085,21,1661.527842760086,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,5,CD8Tem
BC02TUMOR3_54130,21,1566.8830206394196,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,3,CD8Tcm
BC02TUMOR3_54161,21,1542.9186127185822,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,7,CD8Tcm
BC02TUMOR3_54164,21,1638.3314652442932,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,3,CD8Tcm
BC02TUMOR3_54308,21,1540.6257643699646,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,7,CD8Tem
BC02TUMOR3_54378,21,1690.8943107128143,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,7,CD8Tcm
BC02TUMOR3_54400,21,1520.0116019248962,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,5,CD8Tem
BC02TUMOR3_54405,21,1501.65784907341,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,3,CD8Tcm
BC02TUMOR3_54410,21,1536.6988713741302,580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,7,CD8Tem
BC02TUMOR3_54423,21,1645.4769248962402,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,5,CD8Tem
BC02TUMOR3_54444,21,1389.0320467948914,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,7,CD8Tcm
BC02TUMOR3_54453,21,1514.1210017204285,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,6,CD8Tem
BC02TUMOR3_54496,21,1804.190167427063,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,5,CD8Tem
BC02TUMOR3_54516,21,1629.0859200954437,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,3,CD8Tcm
BC02TUMOR3_54519,21,2074.136832356453,1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1043,3,CD8Tcm
BC02TUMOR3_54611,21,1518.0721343755722,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,3,CD8Tcm
BC02TUMOR3_54659,21,1522.6752107143402,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,5,CD8Tem
BC02TUMOR3_54689,21,1630.6157128810883,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,7,CD8Tem
BC02TUMOR3_54697,21,1853.9277358055115,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,3,CD8Tcm
BC02TUMOR3_54715,21,1778.3039944171906,746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,3,CD8Tcm
BC02TUMOR3_54718,21,1948.513563632965,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,7,CD8Tcm
BC02TUMOR3_54757,21,1809.4227976799011,771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,771,3,CD8Tcm
BC02TUMOR3_54790,21,2053.119383573532,941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,7,CD8Tcm
BC02LYMPHNODE5_59108,14,1581.8893305063248,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,3,CD8Tcm
BC02LYMPHNODE5_59192,14,1739.3406810760498,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,3,CD8Tcm
BC02LYMPHNODE5_59249,14,1446.1391870975494,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,7,CD8Tcm
BC02LYMPHNODE5_59468,14,1471.8083944320679,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,3,CD8Tcm
BC02LYMPHNODE5_59511,14,1414.7373325824738,527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,5,CD8Tem
BC02LYMPHNODE5_59610,14,1460.581402540207,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,3,CD8Tcm
BC02LYMPHNODE5_59641,14,1520.4767527580261,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,6,CD8Tem
BC02LYMPHNODE5_59665,14,1465.94602060318,537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537,3,CD8Tcm
BC02LYMPHNODE5_59766,14,1572.0930086374283,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,3,CD8Tcm
BC02LYMPHNODE5_59801,14,1395.5204343795776,511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,3,CD8Tcm
BC02LYMPHNODE5_59845,14,1475.3978407382965,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,3,CD8Tcm
BC02LYMPHNODE5_59851,14,1496.8690202236176,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,6,CD8Tcm
BC02LYMPHNODE5_59876,14,1559.793265581131,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,3,CD8Tcm
BC02LYMPHNODE5_59883,14,1591.3843240737915,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,3,CD8Tcm
BC02LYMPHNODE5_59921,14,1642.2349271774292,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,3,CD8Tcm
BC02LYMPHNODE5_59950,14,1498.7679753303528,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,3,CD8Tcm
BC02LYMPHNODE5_59972,14,1537.2624199390411,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,3,CD8Tcm
BC02LYMPHNODE5_59977,14,1446.4607803821564,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,3,CD8Tcm
BC02LYMPHNODE5_60048,14,1674.485591173172,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,3,CD8Tcm
BC02LYMPHNODE5_60057,14,1738.6367778778076,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,6,CD8Tcm
BC02LYMPHNODE5_60082,14,1361.5505197048187,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522,3,CD8Tcm
BC02LYMPHNODE5_60133,14,1711.7082660198212,748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,3,CD8Tcm
BC02LYMPHNODE5_60150,14,1684.2092823982239,773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773,3,CD8Tcm
BC02NORMAL3_62730,18,1476.736995458603,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,6,CD8Tem
BC02NORMAL3_62732,18,1395.8285448551178,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,3,CD8Tcm
BC02NORMAL3_62752,18,1442.9401981830597,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,3,CD8Tcm
BC02NORMAL3_62754,18,1495.3868234157562,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,5,CD8Tem
BC02NORMAL3_62788,18,1435.892907857895,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,3,CD8Tcm
BC02NORMAL3_62826,18,2138.8902373313904,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,3,CD8Tem
BC02NORMAL3_62839,18,1692.0491564273834,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,3,CD8Tcm
BC02NORMAL3_62865,18,1467.0252747535706,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,3,CD8Tcm
BC02NORMAL3_62883,18,1411.6380875110626,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,5,CD8Tem
BC02NORMAL3_62906,18,1641.475064277649,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,5,CD8Tem
BC02NORMAL3_62952,18,1784.282015800476,721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721,5,CD8Tem
BC02NORMAL3_62989,18,1612.0881397724152,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,5,CD8Tem
BC02NORMAL3_62992,18,1765.9717121124268,710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710,7,CD8Tcm
BC02NORMAL3_63026,18,1413.7832876443863,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,5,CD8Tem
BC02NORMAL3_63033,18,1464.9886004924774,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,6,CD8Tem
BC02NORMAL3_63098,18,1594.8994240760803,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,3,CD8Tcm
BC02NORMAL3_63171,18,1598.0354957580566,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,5,CD8Tem
BC02NORMAL3_63258,18,1601.5888748168945,657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,3,CD8Tcm
BC02NORMAL3_63267,18,1381.2779235839844,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,3,CD8Tcm
BC02NORMAL3_63283,18,1732.0906628370285,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,3,CD8Tcm
BC02NORMAL3_63286,18,1436.294821023941,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,5,CD8Tem
BC02NORMAL3_63289,18,1392.3420808315277,523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523,6,CD8Tem
BC02NORMAL3_63424,18,1639.2124996185303,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,3,CD8Tcm
BC02NORMAL3_63442,18,1602.3497939109802,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,3,CD8Tcm
BC02NORMAL3_63481,18,1578.6003930568695,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,5,CD8Tem
BC02NORMAL3_63511,18,1571.9607931375504,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,3,CD8Tcm
BC02NORMAL3_63565,18,1441.1962976455688,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,3,CD8Tem
BC02NORMAL3_63566,18,1522.9038496017456,578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,6,CD8Tem
BC02NORMAL3_63598,18,1411.7627294063568,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,5,CD8Tem
BC02NORMAL3_63648,18,1990.4973596334457,952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,6,CD8Tem
BC02NORMAL3_63681,18,1537.84508061409,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,3,CD8Tcm
BC02NORMAL3_63713,18,1456.6558570861816,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,3,CD8Tcm
BC02NORMAL3_63719,18,1589.1363019943237,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,3,CD8Tcm
BC02NORMAL3_63780,18,1604.3212208747864,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,3,CD8Tcm
BC02NORMAL3_63811,18,1457.357509613037,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,5,CD8Tem
BC02NORMAL3_63864,18,1418.2114372253418,548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,3,CD8Tcm
BC02NORMAL3_63868,18,1660.7305020093918,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,3,CD8Tcm
BC02NORMAL3_63895,18,1458.4816255569458,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,3,CD8Tcm
BC02NORMAL3_63920,18,1684.1413655281067,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,5,CD8Tem
BC02NORMAL3_63938,18,1578.7440485954285,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,5,CD8Tem
BC02NORMAL3_63951,18,1438.7221746444702,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,5,CD8Tem
BC02NORMAL3_63969,18,1487.4650843143463,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,3,CD8Tcm
BC02NORMAL3_63985,18,1409.5126101970673,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,6,CD8Tem
BC02NORMAL3_63993,18,1433.7088024616241,532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,5,CD8Tem
BC02LYMPHNODE2_64101,11,1694.3784914016724,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,3,CD8Tcm
BC02LYMPHNODE2_64274,11,1422.084568977356,525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,3,CD8Tcm
BC02LYMPHNODE2_64435,11,1568.169312953949,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,3,CD8Tcm
BC02LYMPHNODE2_64533,11,1624.330245733261,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,3,CD8Tcm
BC02LYMPHNODE2_64581,11,1694.8948757648468,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,3,CD8Tcm
BC02LYMPHNODE2_64587,11,1950.981160402298,843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,843,3,CD8Tem
BC02LYMPHNODE2_64666,11,2105.612175345421,989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,7,CD8Tem
BC02LYMPHNODE2_64964,11,1522.0199255943298,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574,3,CD8Tcm
BC02LYMPHNODE2_65192,11,1485.7478008270264,562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,7,CD8Tcm
BC02LYMPHNODE2_65410,11,1548.0507366657257,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,5,CD8Tem
BC02LYMPHNODE2_65532,11,1502.617136478424,576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,3,CD8Tem
BC02LYMPHNODE2_65645,11,1683.5689544677734,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,3,CD8Tcm
BC02LYMPHNODE2_65891,11,1504.2313895225525,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,3,CD8Tcm
BC02TUMOR2_80399,20,1908.7986884117126,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,3,CD8Tcm
BC02TUMOR2_80489,20,1611.742193698883,640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,7,CD8Tem
BC02TUMOR2_80508,20,1864.664433479309,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,3,CD8Tcm
BC02TUMOR2_80527,20,1816.1486375331879,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,7,CD8Tcm
BC02TUMOR2_80614,20,1734.1665544509888,675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,7,CD8Tem
