,orig.ident,nCount_RNA,nFeature_RNA,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,n_genes,leiden,Celltype
BC04BLOOD5_88892,33,1980.0926508903503,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876,0,CD8Tcm
BC04BLOOD5_88938,33,1492.3532638549805,564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,564,0,CD8Tcm
BC04BLOOD5_88946,33,1500.1694400310516,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,0,CD8Tcm
BC04BLOOD5_89058,33,1497.859266757965,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,0,CD8Tem
BC04BLOOD5_89093,33,1672.1000146865845,685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,0,CD8Tcm
BC04BLOOD5_89163,33,1493.3910076618195,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,0,CD8Tcm
BC04BLOOD5_89170,33,1585.9122204780579,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,5,CD8Tem
BC04BLOOD5_89174,33,1690.783978819847,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,5,CD8Tem
BC04BLOOD5_89197,33,1631.8056373596191,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649,0,CD8Tcm
BC04BLOOD5_89274,33,1573.5138185024261,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,0,CD8Tem
BC04BLOOD5_89306,33,1387.3063039779663,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,0,CD8Tcm
BC04BLOOD5_89360,33,1498.01855635643,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,0,CD8Tcm
BC04BLOOD5_89369,33,1609.625189781189,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,0,CD8Tcm
BC04BLOOD5_89379,33,2077.074853181839,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,0,CD8Tcm
BC04BLOOD5_89413,33,1615.5541648864746,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,0,CD8Tcm
BC04BLOOD5_89421,33,1621.5607588291168,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,5,CD8Tem
BC04BLOOD5_89445,33,1428.93186378479,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,0,CD8Tcm
BC04BLOOD5_89450,33,1594.0647106170654,616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,0,CD8Tem
BC04BLOOD5_89477,33,1519.8396909236908,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,0,CD8Tcm
BC04BLOOD5_89513,33,1743.8538091182709,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,0,CD8Tcm
BC04BLOOD5_89522,33,1449.6363072395325,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,0,CD8Tem
BC04BLOOD5_89531,33,1581.1941668987274,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,0,CD8Tcm
BC04BLOOD5_89639,33,1450.9123938083649,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,0,CD8Tcm
BC04BLOOD5_89648,33,1571.7251722812653,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,5,CD8Tem
BC04BLOOD5_89667,33,1769.431155204773,782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,0,CD8Tcm
BC04BLOOD5_89673,33,2094.261357307434,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,0,CD8Tcm
BC04BLOOD5_89685,33,1652.3669559955597,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,0,CD8Tcm
BC04BLOOD5_89735,33,1549.197919845581,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,0,CD8Tcm
BC04BLOOD5_89854,33,1855.629497051239,851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,0,CD8Tcm
BC04BLOOD5_89944,33,1452.4996886253357,542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542,0,CD8Tcm
BC04BLOOD5_89960,33,1452.121798992157,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,0,CD8Tcm
BC04BLOOD5_89965,33,1507.019829750061,566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566,0,CD8Tcm
BC04BLOOD5_89974,33,1620.0695397853851,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,0,CD8Tcm
BC04BLOOD5_89997,33,1814.304006576538,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,0,CD8Tcm
BC04BLOOD5_90018,33,1558.6592383384705,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,0,CD8Tcm
BC04BLOOD5_90023,33,2002.1203377246857,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971,0,CD8Tem
BC04BLOOD5_90025,33,1728.4248085021973,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,0,CD8Tcm
BC04BLOOD5_90026,33,1817.529464006424,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,5,CD8Tem
BC04BLOOD5_90053,33,1821.7631769180298,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,0,CD8Tcm
BC04BLOOD5_90061,33,1760.4705502986908,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,0,CD8Tem
BC04BLOOD5_90063,33,1913.6414604187012,858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,0,CD8Tem
BC04BLOOD5_90127,33,1651.1997175216675,654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,0,CD8Tcm
BC04BLOOD5_90128,33,1585.2302377223969,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,0,CD8Tcm
BC04BLOOD5_90134,33,1643.0657019615173,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,0,CD8Tcm
BC04BLOOD5_90147,33,1646.8138501644135,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,5,CD8Tem
BC04BLOOD5_90198,33,1490.2366001605988,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,0,CD8Tcm
BC04BLOOD5_90234,33,1607.471123456955,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,0,CD8Tcm
BC04BLOOD5_90252,33,1768.5600876808167,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,5,CD8Tem
BC04BLOOD5_90307,33,1621.0262289047241,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,0,CD8Tcm
BC04BLOOD5_90398,33,1686.1761391162872,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,5,CD8Tem
BC04BLOOD5_90481,33,1649.922775030136,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,0,CD8Tem
BC04BLOOD5_90518,33,1737.2849583625793,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,0,CD8Tem
BC04BLOOD5_90577,33,1572.0723242759705,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,0,CD8Tcm
BC04BLOOD5_90635,33,1608.6013188362122,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663,0,CD8Tem
BC04BLOOD5_90640,33,1753.1647658348083,769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,0,CD8Tcm
BC04BLOOD5_90658,33,1840.465408563614,797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,5,CD8Tem
BC04BLOOD5_90782,33,1557.4643952846527,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,0,CD8Tcm
BC04BLOOD5_90806,33,1522.0468418598175,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570,0,CD8Tcm
BC04BLOOD5_90826,33,1482.4669978618622,554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,5,CD8Tem
BC04BLOOD5_90834,33,1520.3429670333862,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,0,CD8Tcm
BC02LYMPHNODE3_3120,12,1475.460438489914,539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539,3,CD8Tcm
BC02LYMPHNODE3_3215,12,1578.6879897117615,651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,3,CD8Tcm
BC02LYMPHNODE3_3244,12,1670.9452393054962,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,3,CD8Tcm
BC02LYMPHNODE3_3248,12,1441.2563631534576,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,3,CD8Tcm
BC02LYMPHNODE3_3522,12,2316.063010931015,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1112,3,CD8Tem
BC02LYMPHNODE3_3602,12,1509.6414124965668,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,3,CD8Tcm
BC02LYMPHNODE3_4413,12,1636.4176597595215,659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,3,CD8Tcm
BC02LYMPHNODE3_4513,12,1592.3822627067566,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,7,CD8Tcm
BC02LYMPHNODE3_4532,12,2009.5839359760284,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,914,3,CD8Tcm
BC02LYMPHNODE3_4576,12,1740.6227773427963,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,3,CD8Tcm
BC02LYMPHNODE3_4643,12,1400.0776660442352,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,3,CD8Tcm
BC02LYMPHNODE6_4717,15,1388.0710535049438,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,5,CD8Tem
BC02LYMPHNODE6_5244,15,1529.8797554969788,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,3,CD8Tcm
BC02NORMAL2_7142,17,1478.0518202781677,560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,3,CD8Tcm
BC02NORMAL2_7173,17,1417.909346818924,512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512,7,CD8Tcm
BC02NORMAL2_7199,17,1745.1946787834167,689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,3,CD8Tcm
BC02NORMAL2_7235,17,1553.745347738266,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,3,CD8Tcm
BC02NORMAL2_7396,17,1717.0482568740845,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,3,CD8Tcm
BC02NORMAL2_7480,17,1615.3322814702988,695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,695,3,CD8Tcm
BC02NORMAL2_7495,17,1436.1021223068237,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520,3,CD8Tcm
BC02NORMAL2_7500,17,1543.4706493616104,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,3,CD8Tcm
BC02NORMAL2_7548,17,1596.8369340896606,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,7,CD8Tcm
BC02NORMAL2_7549,17,1807.8142139911652,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,5,CD8Tem
BC02NORMAL2_7573,17,1781.03187084198,753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,3,CD8Tcm
BC02NORMAL2_7599,17,1593.4441734552383,670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670,3,CD8Tcm
BC02NORMAL2_7682,17,1660.206413269043,642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,3,CD8Tcm
BC02NORMAL2_7695,17,1328.5875523090363,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,3,CD8Tcm
BC02NORMAL2_7717,17,1615.6070969104767,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,3,CD8Tcm
BC02NORMAL2_7722,17,1713.0422172546387,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,6,CD8Tem
BC02NORMAL2_7756,17,1566.5140256881714,593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593,5,CD8Tem
BC02NORMAL2_7766,17,1475.2581765651703,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,3,CD8Tem
BC02NORMAL2_7771,17,1786.490841627121,734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,5,CD8Tem
BC02NORMAL2_7807,17,1707.0954656600952,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,3,CD8Tcm
BC02NORMAL2_7831,17,1666.5905268192291,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,3,CD8Tcm
BC02NORMAL2_7856,17,1612.0953440666199,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,3,CD8Tcm
BC02NORMAL2_7883,17,1632.0419166088104,669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,6,CD8Tem
BC02NORMAL2_7893,17,1525.631676197052,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,6,CD8Tem
BC02NORMAL2_7898,17,1507.471279144287,571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,5,CD8Tem
BC02NORMAL2_7928,17,1619.5212609767914,641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,6,CD8Tcm
BC02NORMAL2_7933,17,1499.4028935432434,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,0,CD8Tcm
BC02NORMAL2_8035,17,1383.5819516181946,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,5,CD8Tem
BC02TUMOR4_23372,22,1468.2344436645508,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,7,CD8Tem
BC02TUMOR4_23472,22,1642.4300742149353,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,7,CD8Tcm
BC02TUMOR4_23533,22,1898.3047568798065,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,7,CD8Tcm
BC02TUMOR4_23570,22,1412.6464776992798,516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,7,CD8Tem
BC02TUMOR1_31272,19,1555.1090977191925,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,7,CD8Tem
BC02TUMOR1_31276,19,2189.499439239502,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,7,CD8Tcm
BC02TUMOR1_31280,19,1589.0297977924347,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,5,CD8Tem
BC02TUMOR1_31338,19,1782.5176932811737,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,7,CD8Tem
BC02TUMOR1_31349,19,1627.1620121002197,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,3,CD8Tem
BC02TUMOR1_31351,19,1637.0364706516266,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,3,CD8Tcm
BC02TUMOR1_31352,19,1551.060005903244,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,5,CD8Tem
BC02TUMOR1_31359,19,1690.133245229721,704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704,3,CD8Tcm
BC02TUMOR1_31360,19,1594.9354197978973,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,5,CD8Tem
BC02TUMOR1_31376,19,1684.0533454418182,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,5,CD8Tem
BC02TUMOR1_31389,19,1880.227551817894,830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,6,CD8Tem
BC02TUMOR1_31392,19,1759.6741125583649,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,5,CD8Tem
BC02TUMOR1_31394,19,1560.2918078899384,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,3,CD8Tcm
BC02TUMOR1_31401,19,1486.4061269760132,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,5,CD8Tem
BC02TUMOR1_31405,19,1587.4199159145355,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,7,CD8Tcm
BC02TUMOR1_31448,19,1543.9526336193085,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,3,CD8Tcm
BC02TUMOR1_31453,19,1691.358586549759,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,5,CD8Tem
BC02TUMOR1_31467,19,1593.092752456665,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,5,CD8Tem
BC02TUMOR1_31469,19,1645.700028181076,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,5,CD8Tem
BC02TUMOR1_31471,19,1823.6857719421387,768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,7,CD8Tcm
BC02TUMOR1_31489,19,1926.9524059295654,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,5,CD8Tem
BC02TUMOR1_31508,19,1554.041662454605,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,3,CD8Tcm
BC02TUMOR1_31509,19,1649.463562965393,645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,3,CD8Tcm
BC02TUMOR1_31540,19,1697.7232842445374,708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,7,CD8Tem
BC02TUMOR1_31553,19,1610.4683067798615,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,6,CD8Tem
BC02TUMOR1_31558,19,1869.4684562683105,754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,7,CD8Tcm
BC02TUMOR1_31582,19,1580.170429468155,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,6,CD8Tem
BC02TUMOR1_31593,19,1696.984002828598,684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,3,CD8Tcm
BC02TUMOR1_31620,19,1504.5678577423096,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,3,CD8Tcm
BC02TUMOR1_31640,19,1475.9785623550415,552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,5,CD8Tem
BC02TUMOR1_31677,19,1700.6431157588959,676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676,7,CD8Tcm
BC02TUMOR1_31694,19,1692.2733516693115,677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,3,CD8Tcm
BC02TUMOR1_31714,19,1526.4883968830109,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,5,CD8Tem
BC02TUMOR1_31734,19,1792.0668473243713,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,5,CD8Tem
BC02TUMOR1_31736,19,1890.3131749629974,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,7,CD8Tcm
BC02TUMOR1_31747,19,1622.2827682495117,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,7,CD8Tcm
BC02TUMOR1_31781,19,1634.8113334178925,653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,5,CD8Tem
BC02TUMOR1_31783,19,1643.5984830856323,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,7,CD8Tcm
BC02TUMOR1_31784,19,1753.089091539383,726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,726,5,CD8Tem
BC02TUMOR1_31814,19,1864.7467896938324,806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,5,CD8Tem
BC02TUMOR1_31842,19,1990.2735767364502,925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,6,CD8Tem
BC02TUMOR1_31881,19,1530.6302387714386,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601,3,CD8Tcm
BC02TUMOR1_31913,19,1601.7494523525238,643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,6,CD8Tem
BC02TUMOR1_31934,19,1603.5883963108063,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,3,CD8Tcm
BC02TUMOR1_31959,19,1619.0733244419098,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,3,CD8Tcm
BC02TUMOR1_32027,19,2014.5402309894562,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894,7,CD8Tcm
BC02TUMOR1_32037,19,2160.8768496513367,1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1037,5,CD8Tem
BC02TUMOR1_32062,19,1581.093903541565,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,5,CD8Tem
BC02TUMOR1_32091,19,1554.01886844635,639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,7,CD8Tcm
BC02TUMOR1_32097,19,1713.8130424022675,757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,3,CD8Tcm
BC02TUMOR1_32131,19,1713.0269231796265,791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,791,5,CD8Tem
BC02TUMOR1_32146,19,1456.7305290699005,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,3,CD8Tcm
BC02TUMOR1_32183,19,1773.057827949524,795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,6,CD8Tcm
BC02TUMOR1_32189,19,2693.420624732971,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,7,CD8Tcm
BC02TUMOR1_32201,19,1849.9572987556458,799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,5,CD8Tem
BC02TUMOR1_32203,19,1771.0616352558136,736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,5,CD8Tem
BC02TUMOR1_32241,19,1883.662676334381,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,7,CD8Tcm
BC02TUMOR1_32243,19,1449.931057691574,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541,3,CD8Tcm
BC02TUMOR1_32254,19,1605.3241138458252,633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,633,5,CD8Tem
BC02TUMOR1_32268,19,1676.9904108047485,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,5,CD8Tem
BC02TUMOR1_32327,19,1878.9491996765137,794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,794,7,CD8Tem
BC02TUMOR1_32329,19,1450.9262998104095,543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,3,CD8Tcm
BC02TUMOR1_32339,19,1632.5917627811432,638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,4,CD8Tem
BC02TUMOR1_32342,19,1700.7319481372833,714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,3,CD8Tcm
BC02TUMOR1_32374,19,1692.82692360878,717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,7,CD8Tcm
BC02TUMOR1_32401,19,1541.8938782215118,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,7,CD8Tcm
BC02TUMOR1_32425,19,1765.9089086055756,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,725,6,CD8Tcm
BC02TUMOR1_32429,19,1633.5046393871307,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,7,CD8Tcm
BC02TUMOR1_32432,19,1558.5458142757416,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,3,CD8Tcm
BC02TUMOR1_32435,19,1545.4683549404144,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,7,CD8Tcm
BC02TUMOR1_32456,19,1551.3136274814606,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,7,CD8Tcm
BC02TUMOR1_32470,19,2126.435685634613,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946,6,CD8Tem
BC02TUMOR1_32489,19,1538.1325838565826,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,3,CD8Tcm
BC02TUMOR1_32525,19,1612.0123419761658,667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,3,CD8Tcm
BC02TUMOR1_32544,19,1709.9498298168182,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,6,CD8Tcm
BC02TUMOR1_32580,19,2036.3862060308456,967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967,7,CD8Tcm
